id,author_id,is_private,name,description
45f5e4c7-10a7-4996-9513-e27cfa525db7,608a3c27-abe9-4eca-8afe-277a41e0f774,FALSE,Tres-Zap,Reactive value-added attitude #hardware #Open-architected #support
f8b888c8-f9ee-4014-a0df-7a603b8924fa,4c1666d5-ec19-433f-8fd6-d5f012632bcc,FALSE,Job,Proactive clear-thinking Graphical User Interface #local #solution-oriented
f359b3d5-7c33-4980-a7cb-0e175da51659,a992dd2d-4251-41b6-bdc4-545461bd8f66,FALSE,Tres-Zap,Networked next generation conglomeration #client-server
b0ced5a5-a22e-4eb3-bf36-5ce201af2514,c23d307f-f51e-4e5e-816f-0f5055e925fc,FALSE,Transcof,Optional 4th generation middleware #Vision-oriented#Face to face
62a042f5-7c49-4cec-851b-a6f756595cbd,f7b1b365-7d45-4417-b77f-1e1f7ea082ce,FALSE,Zaam-Dox,Switchable full-range initiative #content-based #system engine #Multi-tiered
7f51f325-41a0-4354-a112-76543638e013,a3f3fbe9-220f-4e83-8ccf-07e3723b3273,FALSE,Home Ing,Digitized didactic complexity#non-volatile#Pre-emptive #algorithm
2d2abf61-ee9b-4212-8759-dbed8ec21e31,549b5f64-93c5-4302-a2bb-8f4c3ae0f31c,FALSE,Zamit,Up-sized radical solution #orchestration #context-sensitive
66f8708d-3cbc-4036-8121-27294a0488a0,b93103fc-2209-4b3b-a793-3a57c9cfaabd,FALSE,Pannier,Grass-roots analyzing encoding #hardware #Re-engineered
79264f4d-5560-439e-8ed9-46f07debf926,c8a1c5f8-5b94-44d7-b733-eccc057a274a,FALSE,Asoka,Extended uniform flexibility #Reduced#tangible #secured line
01b57253-f85d-489e-9a0b-d9e5547f97b5,4a5f89c4-a562-405e-b7fe-6c1767973361,FALSE,Bitchip,Quality-focused incremental adapter #composite #implementation
fa08764c-f9c2-4c9e-9785-462f08490eb9,91caa21f-7895-4bce-bb1f-3222b3b9f42b,FALSE,Zathin,Open-source intangible focus group #Digitized#Open-architected #holistic
4661db35-cf2f-4668-9bfa-ac3a8a130a7f,84e54e20-8a8c-47f8-a82e-96c8bdec0d65,FALSE,Rank,Profound fault-tolerant monitoring #neutral  #synergy
ad308cda-e1ca-4d77-b38d-2f264e67e36e,8f4bfc4a-c146-4156-8df7-071f9aed2c26,FALSE,Ventosanzap,Implemented zero administration capacity #monitoring #toolset
6cd9135b-7984-434d-8de6-76eafcd0d963,92f5d73f-1373-4db3-ab1d-3683aa58d989,FALSE,Holdlamis,Devolved homogeneous help-desk#Multi-channelled #even-keeled #Team-oriented
439b0c0d-abfd-4b08-b534-0c7f78155713,9638cfd6-05ff-4773-8fe1-2c597f6d44ee,FALSE,Wrapsafe,Secured value-added circuit #mission-critical #toolset #Monitored
3c3c769d-4166-421e-8d50-fea6d3cb247d,a7bc44ef-e9f1-42aa-b655-30ceb5f6bfca,FALSE,Pannier,Innovative 4th generation framework#system-worthy#Centralized #Focused
bbba9c60-5391-49e9-870d-ac26143ac092,e05f32eb-d732-4448-911a-d2d18efa31a0,FALSE,Regrant,Focused 5th generation emulation#Horizontal #uniform
31141193-5c50-4b2c-9807-949fde4c9df1,a28362e1-359f-4ede-89ef-35c0d9ebce8b,FALSE,Mat Lam Tam,Operative full-range ability#radical#encryption #Horizontal
efdbb99e-1345-451a-90cf-60ea9377a839,a5d7753a-3c4b-43f5-8c19-83f46b256c91,FALSE,Stim,Down-sized fault-tolerant superstructure #solution#Face to face  #Profound
e9d19b91-764a-4c24-a01a-c49563c3c31b,0df8cf97-009f-4c3e-81a9-c81423eafc49,FALSE,Zathin,Stand-alone multi-tasking parallelism#scalable #framework
9476b124-a1d2-4bfd-a019-13f5fd481d9d,20ff4fdb-fe57-47ac-aa29-8871b6d60264,FALSE,Sonair,Self-enabling empowering archive #Robust#Centralized#success
b6de9cad-c5a4-4545-893a-b60419ab2ad8,23beb937-95cc-43f4-a860-7d9081371e75,FALSE,Matsoft,Cloned client-server protocol#algorithm
a965af73-08f9-4fe0-a340-276002334c8e,0dd50000-99ab-44fe-9e0b-59b4fe1c9075,FALSE,Sonair,Object-based reciprocal algorithm #application #24 hour #high-level
07f21639-9fa9-4ac1-974c-12a89e4933cf,236d59b5-8ba1-4cb9-9d5c-64e95285f5d9,FALSE,Y-Solowarm,Reduced local benchmark#Realigned#intranet #task-force
b88e70ff-1f05-47ee-89da-6b4ddcb574fa,3c11f4cf-9f69-48c8-bc75-b96d442fa1c2,FALSE,Stim,Quality-focused radical product #Digitized #Future-proofed
102b7a2c-8f35-40b0-8f65-ab5f1f8e0dc8,f4a50585-fa63-4317-9e91-e1539256683f,FALSE,Greenlam,Advanced incremental complexity #emulation #superstructure
955d4fac-9ecb-411a-ad3a-89c7e5e24598,1ee80b3a-f05c-4446-8bdb-84e1db9ef95c,FALSE,Fix San,Enterprise-wide real-time open architecture #Object-based #Pre-emptive
71472928-379c-4a8c-b9d9-097fb60418d7,39afd0a9-c94f-4f58-95bd-3def7b17bec2,FALSE,Viva,Cross-group user-facing knowledge user #coherent#Cross-platform
1c3f75da-c6af-4d99-aaf7-72099026f74a,a84c3b36-ddba-4fb9-b459-7938ba745af1,FALSE,Tempsoft,Fully-configurable 24/7 info-mediaries #Reactive #next generation #focus group
f26a15d3-9e8b-4544-8b49-9738ad044710,20d49875-327f-4b9f-9dcd-38af312e4ace,FALSE,Trippledex,Object-based asynchronous local area network#5th generation#Phased
1e0a5e80-0470-4e2c-895c-1a8de90c94af,bd7f5cdd-c379-4f8c-99c5-a381565d52ba,FALSE,Latlux,Devolved fresh-thinking open system #Up-sized #open architecture#global
93a56036-6ab8-43c8-af0d-39c5abf6e75d,68a76222-54ff-4fa3-baa4-109aa35cd4be,FALSE,Tres-Zap,Stand-alone impactful secured line #Exclusive #dedicated#Multi-tiered
619a74e9-d9ee-46b1-a73e-b2f7625ea14f,15718628-4cb0-40b2-9427-bc37fbbcf882,FALSE,Kanlam,Assimilated intangible attitude#multi-state #framework
10207b83-de84-413a-8067-ffdf00b024d2,d213b128-5546-4203-9870-5fe927b8cd92,FALSE,Bitwolf,Pre-emptive 4th generation Graphical User Interface #Quality-focused #Sharable
15b32371-3604-469f-a66b-88288b232f7d,912eefc3-de4c-4aa3-90d7-d6218c8fdb40,FALSE,Pannier,Profit-focused even-keeled system engine #Polarised #grid-enabled
25d9bad1-8444-4a0f-ad4e-431ee7e6ad03,562b929c-55a5-463a-bf9a-cfdb23303e8a,FALSE,Asoka,Proactive multi-tasking ability #encompassing#Graphic Interface
f7e85f51-319d-4587-820c-d269b2fb2a21,34b1b92d-38c7-4c0e-ae77-43caa08f48f7,FALSE,Veribet,Object-based needs-based application #neutral #attitude-oriented
50ccd294-93ac-4715-973d-de4cd3527642,dce46bc2-dadf-45ce-a913-ba5c1ec0a0ad,FALSE,Tempsoft,Programmable composite database #benchmark #high-level
4507f933-82e4-4eb2-9fa9-d338f28a2067,4e5d6d0b-1b08-497a-95af-40420e70611d,FALSE,Regrant,Object-based interactive task-force#even-keeled #knowledge user
194ae694-118c-411b-a078-054e76a5fa8f,ed581ead-f1f4-4ea3-b896-613f26161914,FALSE,Veribet,Digitized 24 hour secured line #productivity #core #collaboration
f5b3da02-332a-4fa4-8f12-2c29e95eb046,4a5f89c4-a562-405e-b7fe-6c1767973361,FALSE,Aerified,Optional multi-state standardization #system-worthy#neutral #demand-driven
a7452e84-8c8e-4906-9df2-b64b17ec1fda,9fa66012-2815-44e9-8016-ce66f730d042,FALSE,Alpha,User-friendly background infrastructure#Profound#dedicated
d090cd31-ad8b-4161-a53d-d84eabd2b34a,6fb9d17e-846a-481d-b50c-53702990d3fd,FALSE,Fixflex,Proactive needs-based project #24/7#task-force #static
f7545106-c841-41b7-bd6b-d3a555ff994d,cacb2d48-a13f-4abb-b365-3792db575de6,FALSE,Bytecard,Managed didactic strategy #Persistent #array  #hierarchy
ef57492d-65d9-4c93-a600-c9475dcb3509,9bbb2a2c-d4cd-4f86-9379-ba3b9c0bef61,FALSE,Prodder,Automated optimizing hierarchy #dedicated #instruction set #capacity
f1888d4b-aafb-4f2f-b251-dddb626b2f19,5583e430-30d4-45d0-bfae-8860bfd8ca31,FALSE,Temp,Networked object-oriented functionalities #Total #Self-enabling
70012322-678a-4377-bd99-5fa0628ae37d,6b507a06-d0da-46c7-bcaf-5c397c515b69,FALSE,Tampflex,Down-sized transitional strategy #Business-focused
dc840682-6706-4dbf-8440-1fdc309ce40b,d6a68d5e-367b-4209-bd20-6e7e98dad1ef,FALSE,Greenlam,Ergonomic zero defect task-force #Pre-emptive  #moratorium
9f87506c-2396-4cb7-a944-508c28108dd5,bfffa7ee-2e0a-4f5f-b009-fda7c3d53122,FALSE,Latlux,Cross-platform 3rd generation circuit #matrices #framework
b873c771-015f-4221-8156-ca88bc7fb472,5a01ba84-260f-4d09-bd93-a17900870883,FALSE,Namfix,Distributed upward-trending definition #static#background
405e9b62-2024-4b18-a65f-04472fc2c3ca,be3ead63-42ed-40d2-a712-824aa766d73f,FALSE,Greenlam,Stand-alone contextually-based protocol #collaboration #Vision-oriented #mission-critical
01540dc4-c3e0-4383-9b36-30761bbfbaf0,4dab362a-6a21-4f24-a016-b03ebe5d5538,FALSE,Ventosanzap,Reduced human-resource utilisation #Customizable#Enterprise-wide #Right-sized
ef223fea-3649-4292-84da-061673e8acd1,32250864-c35b-41ba-a712-cb6d5b7dac0b,FALSE,Gembucket,Devolved multi-tasking system engine #uniform #workforce
e2dcd4e2-d6e1-43d8-8827-9d70c71d3f99,61729743-9eb1-43f7-8a7d-481f554b9c44,FALSE,Gembucket,Front-line web-enabled success #data-warehouse #intranet
566db2d3-aba2-4249-a516-49845fb26c4f,17df23aa-3d0e-4a1f-81bd-d29c44c09bd8,FALSE,Cardguard,Triple-buffered fault-tolerant product #throughput #stable
54044910-70e4-49c6-aaf5-d36f06676729,f7b1b365-7d45-4417-b77f-1e1f7ea082ce,FALSE,Pannier,Compatible asynchronous functionalities #coherent#collaboration #foreground #Monitored
06f9dfab-aa7d-4f69-bfed-271731cc0ede,e24d2371-5d8d-42aa-b4f2-783a16963f0f,FALSE,Trippledex,Future-proofed stable algorithm #Cross-group
e858b5ea-f1aa-440a-973b-a43f3909e277,5072936f-4a79-4ceb-ad86-90d832525c7f,FALSE,Fix San,Enterprise-wide zero defect firmware #Profit-focused #fault-tolerant #user-facing
a1645bbe-c870-4151-b8c3-da4b6d784aac,fb6b58e3-ce6d-4f1e-916f-428fd16e8eb0,FALSE,Tempsoft,Profit-focused background access #flexibility#contextually-based #Operative
8cf48838-431e-4383-8eec-3bf2e6580cd1,18ce03c3-1368-4b28-bedc-74a0454c8be3,FALSE,Fixflex,Ameliorated attitude-oriented process improvement #policy #throughput #service-desk
a10e9d50-dda5-4dfb-84ae-cead43c6dbc5,c21eb150-7ec4-4d21-9fa7-19a40186e8e2,FALSE,Zathin,Diverse mobile success #bi-directional #software
0cc61eb0-78aa-42f8-ab5d-8d16a00a2f77,3ba425ed-e6aa-4cfa-a911-be130b71b26d,FALSE,Cookley,Cloned solution-oriented website#Self-enabling#approach #access
57d9e250-a7eb-4b1a-8ee9-7d43b0bf9b0f,0543ce9b-d703-40b6-9c97-acbe078f8eae,FALSE,Home Ing,Compatible 6th generation system engine#hybrid
c092ba68-e657-4ff7-8237-b087e0c6056e,edd10c9b-90d1-4b55-82e7-d90940f43008,FALSE,Flowdesk,Organized 24 hour firmware #Visionary #heuristic
27b9318c-b9f8-4419-a4c5-05f58d6455a0,9c824f64-8203-4b29-851e-d3196a0ef1e6,FALSE,Hatity,Expanded leading edge application #user-facing#throughput
0144c030-35dd-4090-a1d5-8da4ba727cc2,3511eb6d-3468-4ddf-b63c-4e2cdcacc165,FALSE,Aerified,Business-focused regional emulation#content-based #User-centric
067b3c18-99ec-4d10-862c-c08f91e112b3,0bf6c060-f95d-4e59-bfa3-a429a0068111,FALSE,Daltfresh,Cross-platform analyzing hardware #Fully-configurable#ability
a1e5ce9b-c06f-454a-9b6e-e20a5d82ca9d,1dd79eab-f602-42e6-919e-dd2cec0b95f6,FALSE,Stronghold,Automated dedicated ability #context-sensitive #Open-source #Synergistic
df600a5e-3d1d-444b-808a-3430b1e17c5a,80101a86-9ea1-4dea-a7d1-c2622b637df2,FALSE,Stringtough,Progressive well-modulated definition#hub #regional
81187647-98a7-4ce3-addd-9b7f1ef36f1a,a2884582-29db-4260-be64-1750ca47c2c9,FALSE,Tres-Zap,User-centric modular migration #Self-enabling #static #Pre-emptive
aae205e1-add1-4909-9ae2-552a93e2a743,03164ea9-69c8-445b-8dac-e18df3ea4fcf,FALSE,Flexidy,Customer-focused fault-tolerant capacity #Triple-buffered #extranet
fd17d256-f0e4-428d-bbc7-745d90c30181,31992df3-f5bf-40a2-b750-01586d2a5be2,FALSE,Cardguard,Up-sized client-driven extranet #Stand-alone #Graphical User Interface
e4229b14-29de-4240-8982-b2f170581891,0f856cf7-c245-4402-97be-218425a84a3d,FALSE,Holdlamis,Self-enabling responsive protocol#toolset #Progressive  #intangible
91a663b0-076e-439d-ae06-276571a9787a,f60d0b2c-d7c9-4544-a770-9cdc388b5a88,FALSE,Bitchip,Exclusive background solution #web-enabled #multimedia #Extended
7fafd6c4-8a4d-4d93-85ff-150961f64dad,e3edfc27-36dc-45d3-8db4-3d0156142072,FALSE,Y-find,Inverse needs-based matrices #Profound
691150d9-950f-4bbd-be11-5a0bf90effe0,c1b49c6f-f74e-4ba4-8df6-8366f2ceecc4,FALSE,Y-Solowarm,Extended intermediate framework#Grass-roots#responsive
300dd426-ab25-4b8f-a481-bc7fb11e3220,dcd49818-ef46-4ef2-a812-934af5bed1e1,FALSE,Opela,Intuitive client-server implementation #Phased#Face to face
d73aea09-950f-40a1-b204-c970c182c573,7ac83d37-198d-412c-9ffd-d8a4406ac1fb,FALSE,Opela,Public-key asynchronous extranet#actuating#even-keeled #cohesive
2fad9e45-ad08-4c57-870b-6f492fc62034,ec775352-f196-4b56-8951-ebecfbd376f6,FALSE,Voltsillam,Synergized eco-centric product#bi-directional #leverage#systemic
040fa5bb-dddd-4861-ad8b-af249a6f330f,404aacfe-59fc-49b3-a4f8-2db1e8ea0ee6,FALSE,Otcom,Organic bi-directional benchmark #motivating#Balanced
bf28064f-3d60-4395-800a-f1c0394a3468,fede7442-6c45-4374-8c35-e5769b97a101,FALSE,Tempsoft,Vision-oriented discrete parallelism #project #instruction set #even-keeled
75796812-c7bd-4a77-b6be-1d9075d31540,282859c4-ad59-4268-9392-542babe28c0f,FALSE,Ronstring,Balanced tangible initiative #hub#logistical #Organic
438266d6-033e-4927-bcb3-57a0dbafda0e,617ddb6d-5016-4433-b155-cba85c9b4fa0,FALSE,Daltfresh,Up-sized mobile toolset #Phased #Fundamental
22d74e18-b77c-4dfa-9690-78f9711d559b,a0abe4cc-24f9-4121-b4e1-533fb0fde584,FALSE,Fintone,Triple-buffered analyzing paradigm #superstructure#Assimilated
30bf178c-4d2f-4ae7-a480-b9320caaf3f4,7f36afb4-2f49-4b9b-abe5-32f2780d1cf7,FALSE,Ventosanzap,Versatile 4th generation intranet #Universal #Managed #Inverse
09c59788-849e-4efe-a401-837e6eab1bb3,0a1d95ee-f7f6-4558-beb1-2a4de83a980c,FALSE,Tampflex,Assimilated content-based support #solution-oriented #bi-directional#superstructure #core
98376b3c-19ff-4d11-b106-8062c90f8b6b,4379677f-86cc-47de-92ff-84691fc5bf93,FALSE,Bamity,Function-based logistical approach#Face to face #structure #attitude
df64965f-66f8-4ee9-9792-47c4f820dd1e,5996b1a5-a915-4138-bc17-aa9a2c4276ba,FALSE,Bitchip,Operative dedicated utilisation #executive#solution-oriented #utilisation
a323fd43-25de-48a4-a4df-8a2609026ab9,fd92c551-24d4-49e0-b161-e387963fa387,FALSE,Solarbreeze,Robust directional infrastructure#moratorium #multimedia #mobile
30bcd463-62ab-4fd6-aa83-600ed06d3c8a,edd10c9b-90d1-4b55-82e7-d90940f43008,FALSE,Holdlamis,Universal transitional system engine #info-mediaries#installation #data-warehouse
30d8aa7c-290b-4a1a-a1c2-0f21f6a8bf21,552f41f7-18b7-4bdb-9256-45e774eceb08,FALSE,Alpha,Distributed dynamic moderator #intranet #application #background
0d4dd151-8de1-44de-8246-a4175b853e23,22d7870a-4c96-43ba-84e9-182d4e9c67d0,FALSE,Stronghold,Fundamental optimal moderator #responsive#parallelism #Diverse #open system
65e4fda3-8ed5-4385-921b-5c71ed191932,be3ead63-42ed-40d2-a712-824aa766d73f,FALSE,Stringtough,Diverse static challenge #orchestration #maximized #User-centric
63634990-315d-4ab4-9b4e-70340598142d,08c32f36-8e5d-4ae6-8d36-21c798c1a38a,FALSE,Keylex,Multi-channelled foreground initiative #open system #empowering #capacity
ecfcef3e-2755-4c7e-99a5-40c64d99de3f,8be301d0-6a3e-404f-8d12-2260b16214e7,FALSE,Tampflex,Persistent 6th generation contingency #Reverse-engineered
a8c7aa99-7a92-436a-90aa-4be51f0f8ac0,2f88bd7d-6575-4fa0-ab7f-008ec4eed5e3,FALSE,Cookley,Mandatory foreground artificial intelligence#Optional #Operative #groupware #homogeneous
cf71b794-873b-49c9-a9a7-70769ff797d9,8f44be7f-6413-44fe-94d1-78b3265de856,FALSE,Lotstring,Customizable bifurcated internet solution #Extended #grid-enabled
f37f860b-04b8-42a7-95c4-474994c3585f,4e75d761-a6b0-4ef7-9082-1b8063577a34,FALSE,Bitwolf,Re-contextualized zero tolerance toolset #optimizing
72a775e6-0acf-4b3b-8e71-cbdab859d9b1,20eb6278-ad4b-4420-b0fd-25052f93ea5c,FALSE,Zoolab,Enterprise-wide bandwidth-monitored solution #core#Implemented
5ee738d9-bf40-4942-917a-fa0eea212025,a2c59a55-21d6-468c-bebd-80ef2d419d37,FALSE,Solarbreeze,Self-enabling impactful project #Vision-oriented#Visionary
82ed701f-19cd-4cf3-912b-415c663628b3,a3f3fbe9-220f-4e83-8ccf-07e3723b3273,FALSE,Alpha,Object-based intangible middleware #next generation #capability#next generation
cdfb0390-75f8-41e7-90e3-7411a22d3a5b,550ee280-3b08-4181-ad78-3840191097ee,FALSE,Zathin,Progressive context-sensitive parallelism #multimedia #Persevering #interactive#Business-focused
64938668-eece-4eec-97d6-c44944978102,71673020-0b9e-4bbd-b5de-4fa25f98912e,FALSE,Solarbreeze,Re-contextualized fresh-thinking function #Multi-tiered #Customer-focused
4578aa88-3ff1-40a7-afd0-44e73dae7335,2207f2e4-464f-4814-a9c3-1a3458c7b548,FALSE,Tampflex,Exclusive zero administration capacity #fresh-thinking #radical #object-oriented
c7f8513e-b91b-4319-93ee-c435c1c79396,77257eb2-7a19-43a3-ad22-c5819b3c5d0a,FALSE,Voltsillam,User-friendly human-resource methodology #process improvement #24/7#synergy
f91516b6-9b51-4682-a972-cae4cbd4c700,4eebabcc-e2a2-40ee-9435-dc06c06cc4c6,FALSE,Transcof,Integrated content-based definition #support #bottom-line #Virtual
700b1bef-65ba-4eda-aa95-4037fbcf30c8,8cd4c9d3-b5e7-4edb-90ef-d8d81e3dcd35,FALSE,Treeflex,Reverse-engineered high-level access #data-warehouse #dedicated
acfb800d-5441-4a9d-a031-7ebb976337b4,5d0abb27-0c86-4a1b-83af-d8556a50d4cc,FALSE,Overhold,Inverse holistic toolset #application#Business-focused #systematic #Horizontal
62a3109e-54ec-470f-8089-50d7541967cc,de64c7be-0c10-411a-82c0-9871e8f7f867,FALSE,Gembucket,Reduced actuating architecture #attitude #emulation
f8e9385d-ef34-4c93-8a4b-930b14ea059c,fb16f78d-ac47-4bab-842d-56da31702c84,FALSE,Home Ing,Seamless eco-centric product #architecture #application #actuating
61a08b4a-1ac4-4a45-823a-d80d1d6a0b85,65bffe9f-3cd2-43f1-a637-c478692e63b0,FALSE,Zathin,Universal real-time matrix #groupware#Streamlined
5f756d33-f7bc-48e7-85de-af4c20d111df,53191811-9996-4d55-9d0b-03cf460a124b,FALSE,Veribet,Up-sized attitude-oriented hub #bottom-line  #Monitored
71953bb5-08cc-4efa-a8bf-e6d10569cb8e,440af9fa-c155-49cb-b52f-ab018bda51b7,FALSE,Ventosanzap,Enterprise-wide fresh-thinking Graphic Interface#client-server#Innovative
